Original_Text,Actual,Predicted,Probability_Positive,Confidence,Correct,Actual_Label,Predicted_Label,Error_Category
all the lights went out n i am all alone but i dont really care at all,1,0,0.08307050351857927,0.9169294964814207,False,Positive,Negative,Uncoded
oh definitely don't want to miss that got enough on your plate already by the looks of things get some sleep,1,0,0.05459804480664101,0.945401955193359,False,Positive,Negative,Uncoded
haha sure i dont know who's worth following,0,1,0.9159123402871223,0.9159123402871223,False,Negative,Positive,Uncoded
i haven't told olga tho niggie you should come for the parade yay lakers ima see my kobe haha,0,1,0.9154152143691109,0.9154152143691109,False,Negative,Positive,Uncoded
yes,0,1,0.9402305369441872,0.9402305369441872,False,Negative,Positive,Uncoded
watched some george carlin clips brilliant observer and very funny but marinated in cynicism i wonder if he was happy,0,1,0.9384345903018,0.9384345903018,False,Negative,Positive,Uncoded
goodbye strep throat amp sinus infection i'm finally allllll better,1,0,0.030112108993834763,0.9698878910061652,False,Positive,Negative,Uncoded
what's that lol,0,1,0.9255580966755155,0.9255580966755155,False,Negative,Positive,Uncoded
i have an email and a phone two in fact feel free to vent,0,1,0.9029874171187657,0.9029874171187657,False,Negative,Positive,Uncoded
cant dude am working all week money money money,1,0,0.06549797093516063,0.9345020290648394,False,Positive,Negative,Uncoded
am at work all day but the guys want bbq later but not much else,1,0,0.06498439071143607,0.935015609288564,False,Positive,Negative,Uncoded
i'm feeling so hopeless today that i don't feel like doing anything at all how's that to describe how depressed i am today,1,0,0.0324269870451115,0.9675730129548885,False,Positive,Negative,Uncoded
i dont know why i'm holding my tummy,1,0,0.03954094419023997,0.96045905580976,False,Positive,Negative,Uncoded
hi sleepyhead your buddy lentilsoupbetch is now following me,0,1,0.9263095659362,0.9263095659362,False,Negative,Positive,Uncoded
lol,0,1,0.9848921840750716,0.9848921840750716,False,Negative,Positive,Uncoded
thanks you too although lately it's the pass out no dreams sleep whch isn't always such a bad thing too tired to lie awake,1,0,0.06469469620878031,0.9353053037912197,False,Positive,Negative,Uncoded
for reals i have no homework,1,0,0.08280254388350997,0.9171974561164901,False,Positive,Negative,Uncoded
so you can't come,0,1,0.9270616586440866,0.9270616586440866,False,Negative,Positive,Uncoded
glad to be living in the land of chronic spitters and chronic honkers,0,1,0.9274537776407186,0.9274537776407186,False,Negative,Positive,Uncoded
awe me too i am sad about that too but we can't let it get us down we have to keep our spirits up smile,1,0,0.0948013283241899,0.9051986716758101,False,Positive,Negative,Uncoded
i wish i didn't have to do exams studying kind of sucks make it better with funny sayings,1,0,0.01459047890162124,0.9854095210983788,False,Positive,Negative,Uncoded
work totally hating monday want to go to ny now,1,0,0.02789819128311658,0.9721018087168835,False,Positive,Negative,Uncoded
i'm good had enough sleep but shivering going to see up today so that's making me super happy and i think i'll get some,0,1,0.931330682692655,0.931330682692655,False,Negative,Positive,Uncoded
wow had so much work to do today but the rain made me sleepy in miami fl,1,0,0.06703472985312872,0.9329652701468713,False,Positive,Negative,Uncoded
give t extra love and hugs from paulo and i,0,1,0.9049567435990401,0.9049567435990401,False,Negative,Positive,Uncoded
doggie won't let my mom touch it,1,0,0.05547995624538031,0.9445200437546197,False,Positive,Negative,Uncoded
my eyes want to close but my mind refuses to let them,1,0,0.04756513329790352,0.9524348667020965,False,Positive,Negative,Uncoded
my phone's being gay lol it won't send anything it died earlier,1,0,0.06110425437005936,0.9388957456299406,False,Positive,Negative,Uncoded
come home then not so boring here,1,0,0.044108499687192514,0.9558915003128075,False,Positive,Negative,Uncoded
up is depressing,1,0,0.007441261510119815,0.9925587384898802,False,Positive,Negative,Uncoded
ustream over and my gosh was it filthy i can't believe you missed it,1,0,0.08155144553573265,0.9184485544642673,False,Positive,Negative,Uncoded
you may want to monitor your content more closely once you go full feed people have easier access to steal,0,1,0.9133177402641319,0.9133177402641319,False,Negative,Positive,Uncoded
just got up gonna get fresh then read,0,1,0.9138096493570395,0.9138096493570395,False,Negative,Positive,Uncoded
wants to go to starbucks i am so tired i wanna fo to bed,1,0,0.03948200923131852,0.9605179907686815,False,Positive,Negative,Uncoded
not jealous of glow in the dark golf anymore i'm playing tonight,1,0,0.07719330842878147,0.9228066915712185,False,Positive,Negative,Uncoded
hi my lovely i fly to alaska the 10th are hits doing anything sunday let's go to disneyland,0,1,0.9227448975417056,0.9227448975417056,False,Negative,Positive,Uncoded
me segue no jhennyberger,1,0,0.000805288312825901,0.9991947116871741,False,Positive,Negative,Uncoded
just smashed my finger in a drawer now for school highland games,1,0,0.0713426586312709,0.9286573413687291,False,Positive,Negative,Uncoded
missed the bus for work so had to get a taxi now im early gah panini time,1,0,0.005320980714098209,0.9946790192859017,False,Positive,Negative,Uncoded
i feel old i had to look up what hoppusday was figures it was what i thought it would be,1,0,0.08688799726118115,0.9131120027388189,False,Positive,Negative,Uncoded
we'll keep you company while he is away when does he get back thx for the loan btw,0,1,0.9135864223376837,0.9135864223376837,False,Negative,Positive,Uncoded
omg u must feel loved channel v is was channel pink for the day the 1st perth concert was insane stupid dome ruined da atmosphere,1,0,0.07852270286203163,0.9214772971379683,False,Positive,Negative,Uncoded
i am writing today but i want to be out in the sun somebody please dsitrub me,1,0,0.09957848060235816,0.9004215193976418,False,Positive,Negative,Uncoded
happy crush where are you,0,1,0.9112175198109679,0.9112175198109679,False,Negative,Positive,Uncoded
sitting at home my face is swollen i look like a monster haven an allergy to something sorry for my bad english i can german better,1,0,0.03280301303434833,0.9671969869656517,False,Positive,Negative,Uncoded
last undergrad exam now i just have to efficiently move my ass outta my apt,1,0,0.09605538031470846,0.9039446196852915,False,Positive,Negative,Uncoded
i'm soooooooo irriated why do i have to be such a chiken say hi to christian 4 me,1,0,0.092818816477608,0.907181183522392,False,Positive,Negative,Uncoded
played rounders all afternoon i was the last one still in maybe sports doesnt hate me after all i'm very burnt though lobster,1,0,0.027548474370491516,0.9724515256295085,False,Positive,Negative,Uncoded
iam bored,1,0,0.0946999200548613,0.9053000799451387,False,Positive,Negative,Uncoded
i had a late dinner too its 4 05am here now though l and i cant sleep gt lt whats the time where you are,1,0,0.08989847266532591,0.9101015273346741,False,Positive,Negative,Uncoded
blame my phone the keyboard hates me,1,0,0.08467283809288176,0.9153271619071183,False,Positive,Negative,Uncoded
quot stop your twittering quot maryland cookies bgt,0,1,0.9383188968322417,0.9383188968322417,False,Negative,Positive,Uncoded
it has been forever i'm glad to hear lt 3 good night love i will call you tomorrow or lobo can bite me very lightly,0,1,0.9638026553924772,0.9638026553924772,False,Negative,Positive,Uncoded
hi sis hi sis we dnt hve classes 2morow im pretty excited hahaha i hope i hve lvatt this week,0,1,0.9225975805069812,0.9225975805069812,False,Negative,Positive,Uncoded
maybe not as frustrating as your pyramid maze hate,1,0,0.05936813478766505,0.940631865212335,False,Positive,Negative,Uncoded
slept a little yay train in a few hours x,0,1,0.9111142776789937,0.9111142776789937,False,Negative,Positive,Uncoded
i love ketchup crisps one of my favs after prawn cocktail mmm you got me craving now,0,1,0.9201909782160446,0.9201909782160446,False,Negative,Positive,Uncoded
ab0ut the c0ncert damn d wasz t0 live,1,0,0.08518576612423646,0.9148142338757635,False,Positive,Negative,Uncoded
tomorrow i got no more braces,1,0,0.03135229462343696,0.9686477053765631,False,Positive,Negative,Uncoded
i love 's new album she is so precious,0,1,0.9590788422617897,0.9590788422617897,False,Negative,Positive,Uncoded
hehe i remember that anz rainbow eftpos,0,1,0.9879681426693654,0.9879681426693654,False,Negative,Positive,Uncoded
thats like super old im gonna miss you sammie lt 3,1,0,0.06365887109214677,0.9363411289078533,False,Positive,Negative,Uncoded
hope everything is ok hope you are out of the emergency room soon,1,0,0.07140159412818543,0.9285984058718145,False,Positive,Negative,Uncoded
scary,1,0,0.05248819356484623,0.9475118064351538,False,Positive,Negative,Uncoded
i was at the hospital all day yuck but the baby is cute,1,0,0.08399211467679987,0.9160078853232001,False,Positive,Negative,Uncoded
headache from oversleeping,1,0,0.06376954426336484,0.9362304557366352,False,Positive,Negative,Uncoded
oh thanks,0,1,0.9050177118155315,0.9050177118155315,False,Negative,Positive,Uncoded
oh yes,0,1,0.954985365516466,0.954985365516466,False,Negative,Positive,Uncoded
new comer on twitter guide me around haha xx,0,1,0.9256695598621558,0.9256695598621558,False,Negative,Positive,Uncoded
ow garrett just through a water bottle and hit me in the head but it didn't hurt,1,0,0.09963398830651737,0.9003660116934826,False,Positive,Negative,Uncoded
it is really hard to get them to put the game down but sometimes they have to,1,0,0.09562941941238816,0.9043705805876119,False,Positive,Negative,Uncoded
i like to support my friends it's sad that i'm your only friend though,1,0,0.08533363895915606,0.914666361040844,False,Positive,Negative,Uncoded
yaaaaaay wedding boo being sore and tired and leaving early and totally burning my dinner still overall a plus,1,0,0.06331191550224964,0.9366880844977503,False,Positive,Negative,Uncoded
i hate you i just wasted twenty minutes of my life that i will never get back is it sad some of those remind me of 1202,1,0,0.016840118149271135,0.9831598818507289,False,Positive,Negative,Uncoded
i feel like writing a big essay hii i just heard thunder outside d it scares me i m not a big fan of,1,0,0.06696549921897539,0.9330345007810246,False,Positive,Negative,Uncoded
myspace com mylifeisinblackandwhite gotta find a different avenue to share my music check out quot tides quot,0,1,0.9234143913933188,0.9234143913933188,False,Negative,Positive,Uncoded
mothers are the best too bad for those who doesnt like 'em bcoz they dont know what they're missin' sorry but thats the truth,1,0,0.05321881946969962,0.9467811805303004,False,Positive,Negative,Uncoded
sry about last night i couldnt figure this shit out,1,0,0.06541541469757543,0.9345845853024246,False,Positive,Negative,Uncoded
apparently the big fear over the swine flu has passed no seat on the subway for me this morning,1,0,0.08434800350727734,0.9156519964927227,False,Positive,Negative,Uncoded
cheer up buttercup ill bake you a cake full of rainbows and smiles,0,1,0.9015645581207883,0.9015645581207883,False,Negative,Positive,Uncoded
hate paper work alla e3eeenich 7abooba,1,0,0.02762757951779975,0.9723724204822003,False,Positive,Negative,Uncoded
gonna have to cross york road again last time i almost got hit by a car,1,0,0.032765345856887076,0.9672346541431129,False,Positive,Negative,Uncoded
but i just made an account and discovered i had a web cam good night then reply anyway have fun,0,1,0.9488313612677202,0.9488313612677202,False,Negative,Positive,Uncoded
soooo hungry but i dont wanna eat cuz we are going out to eat mexican in a hour,1,0,0.06802698851437637,0.9319730114856236,False,Positive,Negative,Uncoded
ahhh i miss my g1 in essay at sisters apt hanging out talkiing to emoline,1,0,0.030660412707077513,0.9693395872929225,False,Positive,Negative,Uncoded
colon open bracket cute,0,1,0.9228772055848623,0.9228772055848623,False,Negative,Positive,Uncoded
woohoo so happy 4 u u will totally b missd make sure u get 2 say by 2 us if u can u rock god bless,0,1,0.9941035498602275,0.9941035498602275,False,Negative,Positive,Uncoded
have you cleaned out your followers yet did i make it lol just kidding have a good night um looks clock good morning,0,1,0.9672219845830596,0.9672219845830596,False,Negative,Positive,Uncoded
no i didn't see that part xd beetlejuice and ya i'm alright woke up from a nightmare earlier on but went back to bed,1,0,0.07653896503434421,0.9234610349656558,False,Positive,Negative,Uncoded
